RowNumber,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Surname,Geography,Gender,HasCrCard,IsActiveMember,y
1546,602,42,6,158414.85,1,131886.46,Chinweike,Germany,Female,1,1,1
6312,741,29,8,0.0,2,115994.52,Hernandez,France,Male,1,1,1
2684,850,23,9,143054.85,1,62980.96,Maggard,Spain,Female,0,1,1
8967,737,43,8,96353.8,1,10209.8,Moretti,Germany,Male,0,0,1
6182,570,39,10,129674.89,2,80552.36,T'ao,France,Male,1,0,1
1026,582,32,4,0.0,2,59668.81,Pinto,France,Female,1,0,1
5113,536,28,4,0.0,1,136197.65,Gratwick,Spain,Female,1,1,1
8563,697,63,7,148368.02,1,118862.08,Peng,France,Male,0,0,0
5369,538,62,3,75051.49,1,17682.02,Carandini,France,Female,0,0,0
2355,731,35,2,127862.93,2,139083.7,Ferri,Germany,Male,1,0,1
7279,642,33,4,84607.34,2,60059.47,Udinesi,France,Female,0,1,1
3603,667,77,2,0.0,1,34702.92,Mazzanti,Spain,Male,1,1,1
774,767,36,3,139180.2,1,123880.19,Johnstone,France,Male,0,0,1
6774,625,43,4,122351.29,1,71216.6,Ch'eng,France,Male,1,0,1
8810,593,38,5,142658.04,2,135337.11,Dalrymple,Germany,Female,0,1,1
3383,655,72,5,138089.97,2,99920.41,Alexeyeva,Germany,Female,1,1,1
642,706,29,5,112564.62,1,42334.38,Feng,France,Female,1,0,1
4234,705,32,3,0.0,2,129576.99,Rossi,France,Male,0,0,1
3816,650,33,0,98064.97,1,52411.99,Ramsden,France,Male,1,0,1
4105,850,55,6,0.0,1,944.41,Bezrukova,France,Male,1,0,0
9926,694,38,5,195926.39,1,85522.84,Yuan,France,Female,1,1,1
1109,679,38,7,110555.37,2,46522.68,Golubev,Germany,Male,1,0,1
3528,849,69,7,71996.09,1,139065.94,Tomlinson,France,Male,1,1,1
3496,591,46,4,129269.27,1,163504.33,Pisani,Germany,Male,1,0,1
1421,724,45,5,83888.54,1,34121.81,K'ung,Spain,Male,0,1,1
6924,806,34,5,113958.55,1,32125.98,Sergeyev,France,Male,0,1,1
3882,588,64,3,0.0,1,189703.65,Steele,France,Female,1,1,1
8354,524,32,6,0.0,1,132861.9,Brown,Spain,Female,1,1,0
6246,591,39,8,0.0,2,42392.24,Ch'ang,Spain,Male,0,0,1
4939,773,34,10,126979.75,1,36823.28,Li Fonti,Germany,Male,0,0,1
6799,800,60,6,88541.57,2,131718.12,Uwakwe,France,Male,1,1,1
7813,532,24,8,142755.25,1,34231.48,Hung,Germany,Male,0,0,1
1681,705,39,6,133261.13,1,78065.9,Burns,Spain,Male,1,1,1
6716,808,67,10,124577.15,1,169894.4,Niu,Spain,Female,0,1,1
634,540,44,3,164113.04,2,12120.79,Tsao,Germany,Male,1,1,1
2570,641,40,2,110086.69,1,159773.14,Thornton,Germany,Female,1,0,1
7360,666,36,4,120165.4,2,33701.5,Moran,France,Male,1,0,1
2167,667,40,9,0.0,1,96670.2,Biryukov,France,Male,1,1,1
8170,635,27,3,127009.83,1,161909.95,Hales,France,Male,1,0,1
8846,729,39,1,131513.26,1,193715.0,Chu,Germany,Female,1,1,1
2826,600,40,1,141136.79,1,67803.83,Ch'iu,France,Male,1,1,1
4088,637,60,3,0.0,2,70174.03,McIntosh,France,Male,1,1,1
6244,608,33,1,102772.67,2,70705.58,Ch'in,Germany,Male,1,0,1
8365,446,45,10,125191.69,1,128260.86,Enderby,Spain,Female,1,1,0
3942,654,32,9,121455.65,1,190068.53,Kang,France,Male,1,0,0
9180,693,34,10,107556.06,2,154631.35,Wade,Spain,Female,0,0,1
8076,850,58,8,156652.13,1,25899.21,Simpson,France,Male,0,0,0
9196,529,29,4,135759.4,1,112813.79,Chukwukadibia,Germany,Male,0,0,0
4129,639,37,5,151242.48,1,49637.65,Ferrari,Germany,Female,0,1,1
1173,647,43,3,122717.53,2,87000.39,Li Fonti,Germany,Female,1,1,1
8669,532,37,5,0.0,2,6761.84,She,Spain,Female,0,1,1
4223,850,40,6,0.0,1,136985.08,Woronoff,France,Male,1,0,0
4835,752,35,2,0.0,1,44335.54,Ch'en,Spain,Female,1,0,0
2577,645,36,4,59893.85,2,43999.64,Lombardo,Spain,Male,1,0,1
1990,695,28,0,96020.86,1,57992.49,Zaitsev,Spain,Male,1,1,1
6974,659,39,8,106259.63,2,198103.32,Zuyev,Germany,Male,1,1,1
5837,618,29,10,100315.1,2,32526.64,Roberts,Germany,Female,1,1,1
4533,548,38,0,178056.54,2,38434.73,Manfrin,Spain,Male,1,0,1
3210,525,26,7,153644.39,1,63197.88,McIntyre,France,Male,1,1,1
3856,708,32,3,151691.44,2,172810.51,Russell,Germany,Male,1,1,1
2629,634,48,2,107247.69,1,103712.05,Myers,Germany,Male,1,1,0
7804,619,52,8,124099.13,1,23904.52,Yusupova,Germany,Female,0,0,1
1411,523,73,7,0.0,2,130883.9,P'eng,France,Female,0,0,0
8258,571,40,5,0.0,2,72849.29,Johnston,France,Male,0,0,1
7387,666,37,2,158468.76,1,93266.01,Ulyanova,Germany,Female,0,1,1
4304,573,56,3,154669.77,1,115462.27,Logan,Spain,Male,0,1,0
6751,618,42,2,0.0,4,111097.39,Riley,France,Female,0,0,0
6556,641,35,5,0.0,2,93148.93,Bales,France,Male,1,0,1
816,745,25,5,157993.15,2,146041.45,Harker,France,Male,1,0,1
2405,631,37,8,138292.64,2,152422.91,Burke,Germany,Male,0,0,0
5398,723,40,7,142856.95,2,38019.74,Palermo,France,Female,0,0,1
9957,520,46,10,85216.61,1,117369.52,Nucci,France,Female,1,0,0
2132,614,38,2,116248.88,1,105140.92,Gibbons,France,Male,1,0,1
1798,647,44,4,93960.35,1,36579.53,Pinto,Germany,Male,1,0,0
3091,734,43,3,55853.33,2,94811.85,Bottrill,Spain,Female,0,1,0
4185,598,59,8,118210.42,2,60192.14,Miller,Germany,Male,0,0,0
4565,650,23,4,93911.3,2,69055.45,Grant,Germany,Male,1,0,1
5031,562,33,8,92659.2,2,1354.25,Jideofor,Germany,Male,1,0,1
8049,548,33,6,0.0,1,31728.35,Heller,Spain,Male,1,1,1
123,656,39,6,0.0,2,141069.88,Cameron,France,Female,1,0,1
180,754,55,3,161608.81,1,8080.85,Ashbolt,Germany,Female,1,0,0
9251,713,42,0,109121.71,1,167873.49,Vasilyev,Spain,Male,0,1,1
8096,850,36,6,143644.16,1,22102.25,Su,Germany,Female,1,0,0
6430,713,38,6,116980.78,2,76038.38,Nnaemeka,Spain,Male,0,1,1
9738,710,22,8,0.0,3,107292.91,Calzada,Spain,Male,1,0,1
4993,794,62,9,123681.32,3,173586.63,Price,France,Female,1,0,0
1158,700,54,1,79415.67,1,139735.54,Pan,Spain,Male,0,1,1
9004,676,33,6,171490.78,1,79099.64,Martinez,France,Male,0,0,1
1533,661,32,1,145980.23,1,56636.28,Lamble,Germany,Female,0,1,1
8993,608,40,8,121729.42,1,61164.45,Henry,Germany,Female,0,0,1
7860,766,28,3,62717.84,2,13182.43,Wynne,Germany,Female,1,1,1
9111,688,29,9,144553.5,2,143454.95,Collier,Germany,Male,1,0,1
1536,764,33,9,168964.77,1,118982.51,Trevisani,Spain,Female,0,1,1
9260,800,40,3,75893.11,2,132562.23,Cyril,France,Female,1,0,1
5518,465,33,8,0.0,2,177668.55,Gorbunov,France,Male,1,0,1
2606,635,34,5,98683.47,2,15733.19,Mitchell,Spain,Female,1,0,1
6128,759,33,2,0.0,2,56583.88,Sherman,France,Female,1,0,1
9142,850,43,8,92244.83,2,54949.73,Wilson,Germany,Female,1,0,1
7459,728,43,5,0.0,1,120088.17,Grigoryeva,Spain,Female,1,1,1
2178,667,24,4,0.0,2,34335.55,Hanson,France,Female,0,1,1
7991,664,32,5,133705.74,1,134455.84,Robertson,Spain,Male,0,0,1
2352,651,35,7,74623.5,3,129451.29,Pai,France,Male,1,0,0
9178,453,28,3,139986.65,1,136846.75,Lucchese,Germany,Female,1,0,1
3503,735,46,2,106344.95,1,114371.33,Romani,Germany,Male,1,0,0
2135,713,44,1,63438.91,1,64375.4,Hunter,France,Male,1,0,1
1481,646,30,5,98014.74,1,12757.14,Moen,France,Male,1,1,1
2794,627,23,5,184244.86,1,103099.22,Soubeiran,Germany,Male,1,0,1
4844,654,29,2,91955.61,1,37065.66,Ch'ang,France,Male,1,0,1
9781,816,40,9,109003.26,1,79580.56,Folliero,Germany,Female,1,1,1
9935,692,43,10,118588.83,1,161241.65,West,Germany,Female,1,1,0
4763,756,34,1,103133.26,1,90059.04,Kang,France,Male,1,1,1
7192,501,42,9,114631.23,1,91429.74,Gordon,France,Male,0,1,1
6042,775,45,8,0.0,1,130376.68,Lucciano,France,Male,1,0,1
9637,648,40,5,139973.65,1,667.66,Anderson,Germany,Female,1,1,0
3446,660,28,1,118402.25,2,14288.93,Gibson,Germany,Male,1,0,1
8150,492,38,8,57068.43,2,188974.81,Calabresi,Germany,Female,1,0,1
7766,683,49,7,108797.63,2,140763.18,Barling,Germany,Female,0,0,1
3621,773,41,4,0.0,2,24924.92,Astorga,France,Male,1,1,1
1953,624,27,9,94667.29,2,4470.52,Knox,Germany,Male,0,1,1
556,590,51,3,154962.99,3,191932.27,Lu,Spain,Female,0,1,0
4265,667,56,8,137464.04,1,130846.79,Manna,Germany,Female,1,0,0
1164,747,32,5,67495.04,2,77370.37,Demuth,Germany,Female,0,1,1
1585,671,42,3,0.0,2,128449.33,Swift,Spain,Female,1,1,1
6152,727,31,10,96997.09,2,76614.04,Shaw,Spain,Female,0,0,1
9721,803,40,6,165526.71,1,12328.08,Obiajulu,France,Female,1,0,1
5838,850,35,6,81684.97,1,824.0,Finch,France,Female,1,0,1
5262,714,26,9,89928.99,1,46203.31,Lassetter,France,Female,1,0,1
5240,766,44,3,116822.7,1,197643.24,Woodward,Germany,Male,0,0,1
7914,805,24,6,143221.35,2,186035.72,Repina,Germany,Male,1,0,1
9163,665,63,7,104469.58,1,25165.36,Zakharov,Germany,Male,1,1,0
1599,601,48,8,120782.7,1,63940.68,Cunningham,Germany,Female,1,0,0
7183,692,49,6,110540.43,2,107472.99,Rhodes,Germany,Male,0,1,1
301,694,31,10,0.0,2,160990.27,Efremov,France,Female,1,0,1
9661,550,30,4,0.0,2,89216.29,Allen,France,Female,1,0,1
6948,715,31,7,0.0,1,149970.59,Peppin,Spain,Male,1,1,1
3795,496,32,4,127845.83,1,66469.2,Endrizzi,France,Male,1,0,1
4573,669,30,7,139872.81,1,188795.85,Campbell,Germany,Female,1,0,1
4336,708,64,5,0.0,3,112520.07,Fanucci,Spain,Female,0,1,0
2859,607,25,3,0.0,2,187048.72,Zhdanova,France,Male,0,0,1
5695,660,31,6,172325.67,1,45438.38,Donaldson,France,Female,0,1,1
3143,697,76,7,0.0,2,188772.45,Azikiwe,France,Female,0,1,1
1360,431,37,0,120764.08,1,117023.08,Suffolk,France,Male,1,1,1
4534,850,39,6,206014.94,2,42774.84,Ch'ang,Spain,Male,0,1,0
9750,533,35,8,0.0,2,187900.12,Azubuike,France,Female,1,1,1
5688,505,37,6,159863.9,2,125307.87,Fraser,Germany,Female,0,1,1
487,641,37,7,0.0,2,75248.3,Moran,France,Male,1,0,1
7837,648,42,4,0.0,2,19283.14,Ignatyeva,France,Male,1,0,1
9555,779,29,3,46388.16,3,127939.26,Craig,France,Female,1,0,0
5901,583,27,4,0.0,3,163113.41,Rawling,France,Female,1,0,1
8117,640,43,9,94752.49,1,184006.36,Lindell,Germany,Female,1,0,0
7363,707,73,6,66573.17,1,62768.8,Felix,France,Male,1,1,1
1153,652,45,2,151421.44,1,115333.43,Malloy,Germany,Male,0,1,1
5383,724,40,6,110054.45,1,86950.72,Brown,France,Female,1,1,1
9742,758,35,7,0.0,2,77951.84,Ukaegbunam,France,Male,1,0,1
5425,580,44,9,143391.07,1,146891.07,Manning,Germany,Male,0,0,0
8808,586,60,3,47020.65,2,63241.21,Simpson,France,Female,0,1,0
5187,639,32,9,0.0,2,111340.36,Lucchese,France,Male,1,0,1
8410,749,38,9,129378.32,1,13549.34,Hughes,Spain,Male,1,1,1
6190,714,39,3,149887.49,2,63846.36,Chambers,Germany,Male,1,0,1
9703,644,31,5,86006.3,1,73922.95,Gorshkov,Spain,Female,1,1,1
8270,611,53,7,0.0,2,156495.39,McLachlan,France,Female,0,1,0
5315,743,45,10,144677.19,3,22512.44,Lopez,Germany,Male,1,0,0
9904,606,36,10,0.0,2,155641.46,Brookes,France,Female,0,1,1
666,661,33,9,0.0,2,84174.81,Onwumelu,France,Male,1,1,1
3354,508,31,7,0.0,2,6123.15,Butusov,France,Female,1,1,1
8852,782,42,7,126428.38,1,39830.1,Chidimma,Germany,Male,1,0,1
8062,477,31,9,0.0,2,184061.17,Carter,Spain,Male,0,1,1
643,583,27,1,125406.58,1,110784.42,Donaldson,France,Female,1,1,1
9243,612,32,9,106520.73,2,177092.16,Haworth,Germany,Male,1,0,1
177,510,30,0,0.0,2,130553.47,Ho,France,Female,1,1,1
6432,540,39,1,0.0,1,108419.41,Goddard,Spain,Male,0,1,1
9911,624,55,7,118793.6,1,95022.02,L?,France,Male,1,1,0
3439,445,30,3,0.0,2,127939.19,Carpenter,France,Female,1,1,1
787,688,26,1,0.0,2,104435.94,Outtrim,France,Male,1,1,1
6392,726,38,5,126875.62,1,128052.29,Clark,France,Female,1,0,1
9066,556,30,7,0.0,2,186648.19,Ochoa,France,Female,1,1,1
9928,814,31,6,87772.52,1,188516.45,Rapuokwu,France,Female,1,0,1
3203,564,33,4,135946.26,1,63170.0,Marchesi,France,Female,1,0,1
4804,802,41,5,0.0,2,134626.3,Chidubem,Spain,Male,1,1,1
7836,665,41,8,96147.55,1,137037.97,Matveyeva,France,Female,1,0,1
7941,781,29,6,98759.89,1,112202.64,Monds,Spain,Female,0,0,1
92,808,45,7,118626.55,2,147132.46,Ritchie,France,Male,1,0,1
5763,733,39,5,91538.51,1,93783.0,Chibugo,Germany,Male,1,1,1
9028,802,37,9,115569.21,1,119782.89,Hung,Germany,Male,0,1,1
9505,560,44,5,143244.97,1,98661.27,Liu,France,Female,1,0,1
8238,649,39,3,113096.41,1,60335.24,Conti,France,Male,1,1,1
1972,582,26,4,65848.36,2,30149.21,Cran,Spain,Male,1,0,1
2906,680,32,7,175454.0,1,77349.92,Chibueze,Germany,Male,0,1,1
531,519,57,2,119035.35,2,29871.79,Walton,Spain,Female,1,1,1
3636,740,37,5,0.0,2,27528.4,Kelechi,France,Female,1,1,1
997,811,44,3,0.0,2,78439.73,Hunter,Spain,Male,0,1,1
5853,544,22,3,66483.32,1,110317.39,Holloway,Spain,Male,0,1,1
4227,651,36,8,0.0,2,91652.43,Yashina,Spain,Female,1,0,1
5617,805,26,2,0.0,2,25042.1,Iloerika,Spain,Male,1,1,1
2313,545,55,5,0.0,1,10034.77,Bronner,France,Female,0,0,0
2155,606,65,10,126306.64,3,7861.68,Milne,Germany,Male,0,0,0
5318,700,37,1,135179.49,1,160670.37,Yegorova,France,Male,1,0,1
1428,792,59,9,101609.77,1,161479.19,Chigolum,Germany,Female,0,0,0
8631,706,44,2,185932.18,2,65413.41,Willmore,Germany,Female,1,0,1
6033,686,39,4,0.0,2,155023.93,Nkemakonam,France,Male,1,0,1
4416,764,24,0,0.0,2,88724.49,Lujan,France,Female,1,0,1
8819,677,37,3,0.0,2,38252.25,Claypool,France,Female,1,1,1
3086,734,54,3,0.0,1,130805.54,Martin,France,Female,1,0,0
7799,518,46,3,0.0,2,76515.79,Potter,France,Male,1,0,1
9154,507,36,9,118214.32,3,119110.03,Trevisan,Germany,Male,1,0,0
8210,706,32,5,88348.43,2,104181.78,Gorshkov,Germany,Male,1,1,1
9574,652,35,7,104015.54,2,55207.88,Rivers,Germany,Male,1,1,1
9535,773,52,2,0.0,2,57337.79,Beneventi,Spain,Male,1,0,1
496,765,36,8,92310.54,2,72924.56,Hale,Germany,Male,1,1,1
3750,427,33,8,0.0,1,13858.95,Valenzuela,France,Male,1,1,1
2322,545,45,6,93796.42,2,162321.26,Wong,Germany,Male,1,1,1
4268,711,41,3,145754.91,1,101455.07,Hunt,France,Female,1,1,1
3406,694,60,9,0.0,1,57088.97,Mahomed,France,Male,1,1,1
152,535,48,9,0.0,1,149892.79,Alexeeva,France,Female,1,0,0
7370,644,26,4,153455.72,2,82696.84,Chimaijem,Spain,Female,1,1,1
695,796,45,2,109730.22,1,123882.73,Chinagorom,France,Female,1,1,1
4418,608,27,4,153325.1,1,199953.33,Gannon,Spain,Male,1,1,1
5698,567,39,5,0.0,2,168521.72,Nebechi,France,Male,0,0,1
1739,796,41,8,107525.07,1,18510.41,Chandler,Spain,Male,1,0,1
3002,696,43,4,0.0,2,66406.37,Fleming,Spain,Female,1,1,1
168,615,41,9,109013.23,1,196499.96,Robinson,Spain,Female,1,0,1
6112,648,23,9,168372.52,1,134676.72,Baresi,France,Male,1,0,1
4623,564,48,5,132876.23,1,79259.77,Hutchinson,Spain,Male,1,0,1
2866,715,21,6,76467.16,1,173511.72,Greenwalt,France,Male,1,1,1
8545,689,46,7,52016.08,2,72993.65,Kodilinyechukwu,France,Female,1,1,1
4703,660,33,0,72783.42,1,181051.99,Thompson,France,Male,0,0,1
2884,559,38,8,95139.41,1,86575.46,Chuang,France,Female,1,1,1
3032,678,22,4,174852.89,1,28149.06,Garran,France,Female,1,1,1
8184,621,59,2,0.0,2,171364.18,Wright,Spain,Female,1,1,1
8981,650,35,3,165982.43,2,24482.16,Aitken,Germany,Female,1,1,1
8529,534,35,4,0.0,2,9541.15,Buchi,Spain,Male,0,0,1
5682,529,39,2,82766.43,1,122925.44,Hsing,Spain,Female,1,1,1
7210,653,47,6,0.0,1,50695.93,Atkins,France,Male,1,0,0
5992,680,27,3,0.0,1,32454.26,Pitcher,France,Male,1,0,1
2277,542,59,2,68892.77,2,7905.06,He,France,Female,1,0,0
7133,707,48,8,88441.64,1,119903.2,Thornton,Spain,Male,1,1,0
5706,628,40,5,181768.32,2,129107.97,Doherty,Germany,Male,1,1,1
7999,829,28,3,132405.52,3,104889.2,Iloerika,Germany,Male,1,0,0
5293,745,28,6,0.0,2,154389.18,Ahern,France,Female,1,0,1
4305,555,50,7,128061.0,2,62375.1,Hammond,Spain,Male,1,1,1
7446,516,45,4,0.0,1,95273.73,Sanders,France,Female,1,0,0
429,486,40,9,71340.09,1,76192.21,Wei,Germany,Female,1,0,1
7069,699,54,3,111009.32,1,155905.79,Russell,Germany,Female,1,1,0
6365,527,28,6,128396.33,2,79919.97,Esposito,Spain,Male,1,0,1
4216,789,53,1,158271.74,1,5036.39,Wilson,France,Female,1,1,0
427,492,39,10,124576.65,2,148584.61,Chung,Germany,Male,1,0,1
2224,722,34,8,0.0,2,133447.49,Vial,France,Male,1,1,1
101,665,40,6,0.0,1,161848.03,Fu,France,Female,1,1,1
9245,546,25,3,132837.7,1,131647.31,Lettiere,Germany,Female,1,0,1
3308,572,38,7,0.0,2,133122.62,Jamieson,France,Female,1,1,1
2763,719,28,3,106070.29,2,183893.31,Padilla,Germany,Male,1,1,1
5858,594,56,7,0.0,1,26215.85,Folliero,France,Female,1,0,0
4739,702,40,1,103549.24,1,9712.52,Hooper,France,Female,0,0,0
7093,758,40,3,0.0,2,96097.65,Nekrasova,Spain,Male,0,0,1
9633,760,34,6,58003.41,1,90346.1,Kodilinyechukwu,Germany,Female,1,0,1
3287,678,31,1,0.0,2,130446.65,Lear,France,Female,0,1,1
7713,545,30,3,0.0,2,170307.43,Watt,France,Male,1,0,1
7869,611,29,4,78885.88,2,26927.69,Moore,Germany,Female,1,1,1
6068,563,34,6,0.0,2,36536.93,Chidimma,France,Female,0,0,1
9236,462,27,4,176913.52,1,80587.27,Fleming,France,Male,1,0,1
3578,757,23,2,80673.96,2,93991.65,Kambinachi,France,Male,1,0,1
1466,806,32,3,63763.49,1,156593.09,Espinosa,France,Female,1,0,1
7676,640,37,5,158024.38,1,81298.09,Chizuoke,Spain,Male,1,0,1
2235,720,38,10,0.0,2,56229.72,Calabrese,France,Female,1,1,0
1745,850,39,7,79259.99,1,186910.74,Hughes,France,Female,0,1,1
9755,673,40,1,121629.22,1,3258.6,Shih,Spain,Male,1,1,1
6095,589,31,10,110635.32,1,148218.86,Simpson,France,Female,1,0,1
8782,438,60,7,78391.17,1,49424.6,Onyemachukwu,France,Male,0,1,1
9402,705,46,4,115518.07,1,76544.9,Woodhouse,Germany,Female,0,0,0
8372,813,29,5,106059.4,1,187976.88,Ngozichukwuka,Germany,Female,0,0,0
5028,681,37,8,73179.34,2,25292.53,Wall,Germany,Male,1,1,1
9235,642,49,4,120688.61,1,24770.22,Cameron,Germany,Male,1,0,0
3945,612,31,8,117989.76,1,54129.86,Golubev,France,Female,1,1,1
6863,586,33,9,0.0,1,6975.02,Piccio,France,Male,1,0,1
5351,477,57,9,114023.64,2,71167.17,Genovese,France,Female,1,1,0
9423,701,33,9,147510.34,1,190611.92,Ingamells,France,Male,1,0,1
2122,671,30,2,0.0,1,102057.86,Tai,France,Male,0,1,1
4973,643,41,2,127841.52,1,172363.41,Hunt,Germany,Male,1,0,1
8577,751,37,9,183613.66,2,49734.94,Nelson,France,Female,0,0,1
3785,640,31,9,138857.59,1,48640.77,Williams,France,Female,1,0,1
6873,850,27,7,43658.33,2,3025.49,De Salis,France,Female,1,1,1
917,475,39,6,0.0,1,56999.9,James,France,Male,1,1,0
9395,597,35,8,131101.04,1,192852.67,Upchurch,Germany,Female,1,1,1
7253,567,40,7,122265.24,1,138552.74,Dietz,Germany,Male,1,0,1
8013,747,34,10,0.0,2,50759.8,Kao,France,Female,1,1,1
5822,671,47,7,114603.76,2,153194.32,Barnett,Germany,Female,1,0,0
4404,602,43,2,113641.49,4,115116.35,Bonwick,Germany,Female,1,0,0
4864,464,33,10,147493.7,2,100447.53,Raff,France,Female,1,0,1
8516,724,35,0,171982.95,2,167313.07,Padovano,Germany,Female,0,1,1
5423,607,31,1,102523.88,1,166792.71,Trevisano,France,Female,1,1,1
7734,694,58,1,143212.22,1,102628.56,Akhtar,Germany,Female,0,0,0
1204,463,35,2,101257.16,1,118113.64,Miller,France,Male,1,1,1
3769,599,34,2,101506.66,1,198030.24,Lombardo,Spain,Male,0,0,1
5358,405,31,5,133299.67,2,72950.14,Ko,Germany,Male,1,1,1
3853,746,36,9,127157.04,1,155700.15,Forbes,France,Male,1,1,1
1927,693,31,1,0.0,2,182270.88,Pearson,France,Male,0,1,1
3115,619,40,10,0.0,1,147093.84,O'Donnell,France,Female,1,1,0
2642,538,28,6,164365.44,1,5698.97,Tao,Germany,Female,0,1,1
7640,541,46,6,0.0,2,83456.67,Moore,France,Male,1,1,1
7361,644,54,6,0.0,1,84622.37,Macleod,Spain,Male,0,1,1
8183,562,36,5,0.0,1,182843.24,Donaldson,Spain,Male,0,1,1
7611,762,36,5,119547.46,1,42693.65,Kazakova,France,Male,1,1,1
2729,749,46,10,78136.36,2,73470.98,Dillon,Germany,Male,1,1,1
9598,509,26,10,0.0,2,6177.83,Dodd,France,Male,1,1,1
4986,554,26,4,121365.39,1,8742.36,Liao,Germany,Male,1,1,1
6847,689,40,5,154251.67,1,118319.5,Longo,Spain,Female,0,1,1
7699,592,60,9,0.0,4,13614.01,Dawkins,France,Male,1,1,0
4013,554,46,4,0.0,2,57320.92,Walton,Spain,Male,0,1,1
2627,568,29,2,129177.01,2,104617.99,Genovese,Germany,Female,0,1,1
7239,697,62,7,0.0,1,129188.18,Erskine,Spain,Male,1,0,0
8256,575,40,1,139532.34,1,181294.39,Brown,France,Female,1,0,1
9566,582,38,9,135979.01,4,76582.95,Long,France,Female,1,1,0
806,790,46,9,0.0,1,14679.81,Hooper,Spain,Female,0,0,0
4635,610,45,3,0.0,1,38276.84,Floyd,Spain,Female,1,0,0
5248,633,59,5,0.0,1,137273.97,Donaldson,France,Male,1,1,1
5567,633,42,3,126041.02,1,11796.89,Wu,Germany,Male,0,1,1
5740,712,30,1,89571.59,1,177613.19,Fiorentini,France,Female,1,1,1
5144,646,31,2,0.0,1,170821.43,Nkemakolam,Spain,Male,1,1,0
8266,618,40,0,140306.38,1,160618.61,Woodward,Germany,Female,1,0,0
4460,672,23,10,110741.56,1,80778.5,Sullivan,Germany,Female,1,0,1
1243,696,30,4,114027.7,1,193716.56,Chukwukadibia,Germany,Male,1,1,1
6946,554,31,6,135470.9,1,107074.81,K?,Germany,Female,1,0,1
5741,620,34,8,102251.57,1,120672.09,Scott,Germany,Female,1,0,1
5326,529,43,0,123815.86,1,78463.99,Russell,France,Female,1,1,0
548,479,30,7,143964.36,2,41879.99,Han,Germany,Female,1,0,1
3023,648,27,7,0.0,2,163060.43,Gibson,Spain,Female,1,1,1
5762,710,31,3,0.0,2,112289.06,Santiago,France,Female,1,1,1
4032,688,37,7,138162.41,2,113926.31,Hs?eh,Spain,Male,1,1,1
27,756,36,2,136815.64,1,170041.95,Young,Germany,Male,1,1,1
4953,679,58,9,109327.65,1,3829.13,Becker,Spain,Male,1,1,1
5153,585,36,10,0.0,2,180318.6,Chase,Spain,Male,1,1,1
2509,677,46,2,57037.74,1,158531.01,Pirozzi,France,Male,1,1,1
1434,755,62,1,127706.33,2,142377.69,Trevisano,France,Male,0,1,1
2583,656,46,5,113402.14,2,138849.06,Uwaezuoke,France,Female,1,1,1
1303,428,31,2,0.0,2,54487.43,Carter,France,Female,1,0,1
5813,850,41,3,136416.82,1,57844.26,Osinachi,France,Male,0,1,1
7350,632,42,6,59972.26,2,148172.94,Docherty,Germany,Male,0,1,1
5282,687,31,3,0.0,2,48228.1,Cross,Spain,Male,0,0,1
6115,627,44,5,0.0,2,82969.61,Udegbunam,France,Female,1,0,0
1222,791,37,2,163789.49,2,75832.53,Bevan,France,Male,1,0,1
7436,610,50,5,130554.51,3,184758.17,Russell,Spain,Female,1,0,0
2549,524,50,4,0.0,2,31840.59,Chien,France,Male,1,1,0
751,649,41,0,0.0,2,130567.02,Onuoha,France,Male,0,1,1
438,516,35,10,104088.59,2,119666.0,Hs?,France,Male,0,0,1
4372,563,35,2,183572.84,1,66006.75,Lai,France,Female,1,1,0
4449,565,40,1,89994.71,2,121084.27,Thomson,Germany,Female,0,1,1
2848,529,38,7,99842.5,2,90256.06,Keating,Spain,Male,1,0,0
1174,478,36,3,92363.3,2,44912.7,Beneventi,Spain,Female,1,0,1
7496,557,27,2,0.0,2,4497.55,Sutherland,France,Female,0,1,1
2700,633,29,8,104944.1,1,97684.46,Alexander,Germany,Female,1,1,1
9889,637,21,10,125712.2,1,175072.47,Sturdee,France,Female,0,0,1
9507,682,69,6,0.0,2,149604.18,Walker,France,Male,0,1,1
6396,741,36,0,127675.39,2,74260.16,Bentley,Germany,Female,1,0,1
2482,475,57,1,0.0,2,89248.99,Milne,France,Female,1,0,1
5457,659,34,9,134464.58,2,178833.34,Ryan,Germany,Male,1,0,1
8445,792,70,3,0.0,2,172240.27,Evseyev,France,Female,1,1,1
2707,696,22,9,149777.0,1,198032.93,Ramos,France,Male,1,1,1
4662,780,43,0,0.0,1,15705.27,Ferri,France,Female,0,1,1
327,594,35,2,0.0,2,103480.69,Scott,France,Male,1,0,1
1040,714,72,3,0.0,1,86733.61,Ch'iu,France,Female,1,1,1
2638,647,29,0,98263.46,2,164717.95,Kazantseva,France,Female,1,0,1
5023,734,45,2,0.0,2,99593.28,Tseng,France,Male,1,0,1
2500,614,37,8,75150.34,4,131766.67,Seppelt,France,Female,0,1,0
1005,601,26,7,105514.69,2,50070.59,Ekechukwu,Germany,Female,1,0,1
2862,525,25,6,0.0,2,89566.64,Fetherstonhaugh,France,Female,1,0,1
3234,595,36,6,85768.42,1,24802.77,Genovesi,Spain,Male,1,1,1
1871,624,33,6,0.0,2,76551.7,Warner,Spain,Male,0,0,1
